ファイル名,正解_穴有無,予測_穴有無,判定_穴有無,暗部(絶対),暗部(平坦化),正解_穴ズレ,予測_穴ズレ,判定_穴ズレ,ズレ距離(px),コイン半径,総合判定
50yen_001.jpeg,1.0,1,OK,2846,0,0.0,0,OK,0.0,155,OK
50yen_002.jpeg,1.0,1,OK,1769,0,0.0,0,OK,6.0,120,OK
50yen_003.jpeg,1.0,1,OK,358,0,0.0,0,OK,0.0,96,OK
50yen_004.jpeg,1.0,1,OK,1216,0,0.0,0,OK,0.0,100,OK
50yen_005.jpeg,1.0,1,OK,1808,0,0.0,0,OK,0.0,117,OK
50yen_006.jpeg,1.0,1,OK,526,0,0.0,0,OK,0.0,120,OK
50yen_007.jpeg,1.0,1,OK,1561,0,1.0,1,OK,20.5,74,OK
50yen_008.jpeg,1.0,1,OK,1812,0,0.0,1,NG,15.1,102,NG
50yen_009.jpeg,1.0,1,OK,1313,0,0.5,1,NG,25.5,96,NG
50yen_010.jpeg,1.0,0,NG,105,0,1.0,0,NG,0.0,220,NG
50yen_011.jpeg,0.0,0,OK,75,0,0.0,0,OK,0.0,141,OK
50yen_012.jpeg,0.0,0,OK,8,0,0.0,0,OK,0.0,148,OK
50yen_013.jpeg,1.0,0,NG,0,0,0.0,0,OK,0.0,77,NG
50yen_014.jpeg,1.0,0,NG,17,0,0.0,0,OK,0.0,174,NG
50yen_015_add.jpeg,1.0,1,OK,933,0,0.0,0,OK,0.0,97,OK
50yen_016_add.jpeg,1.0,1,OK,473,0,0.0,0,OK,0.0,127,OK
50yen_017_add.jpeg,1.0,0,NG,0,0,0.0,0,OK,0.0,56,NG
50yen_018_add.jpeg,1.0,0,NG,16,0,0.0,0,OK,0.0,56,NG
50yen_019_add.jpeg,1.0,1,OK,193,0,1.0,0,NG,0.0,141,NG
50yen_020_add.jpeg,1.0,1,OK,441,0,0.5,0,NG,0.0,83,NG
50yen_021_add.jpeg,1.0,0,NG,51,0,1.0,0,NG,0.0,111,NG
50yen_022_add.jpeg,1.0,1,OK,503,0,1.0,0,NG,0.0,100,NG
50yen_023_add.jpeg,1.0,1,OK,640,0,0.0,0,OK,0.0,181,OK
50yen_024_add.jpeg,1.0,1,OK,2478,0,0.0,0,OK,2.2,124,OK
50yen_025_add.jpeg,1.0,0,NG,6,0,0.0,0,OK,0.0,120,NG
50yen_026_add.jpeg,1.0,1,OK,384,0,1.0,0,NG,0.0,105,NG
50yen_027_add.jpeg,1.0,1,OK,390,0,1.0,1,OK,32.0,96,OK
50yen_028_add.jpeg,0.0,0,OK,149,0,0.0,0,OK,0.0,225,OK
50yen_029_add.jpeg,1.0,1,OK,1808,0,0.5,0,NG,0.0,117,NG
50yen_030_add.jpeg,1.0,1,OK,817,0,0.0,0,OK,2.8,97,OK
