ファイル名,正解_穴有無,予測_穴有無,判定_穴有無,暗部(絶対),暗部(平坦化),正解_穴ズレ,予測_穴ズレ,判定_穴ズレ,ズレ距離(px),コイン半径,総合判定
50yen_001.jpeg,1,1,OK,3594,0,0,0,OK,5.0,154,OK
50yen_002.jpeg,1,1,OK,2624,0,0,0,OK,0.0,120,OK
50yen_003.jpeg,1,1,OK,360,0,0,0,OK,1.0,96,OK
50yen_004.jpeg,1,1,OK,1175,0,0,0,OK,0.0,93,OK
50yen_005.jpeg,1,1,OK,3413,0,0,0,OK,0.0,117,OK
50yen_006.jpeg,1,1,OK,560,0,0,0,OK,0.0,120,OK
50yen_007.jpeg,1,1,OK,1182,0,1,0,NG,5.0,74,NG
50yen_008.jpeg,1,1,OK,2230,0,0,0,OK,0.0,102,OK
50yen_009.jpeg,1,1,OK,1533,0,0,1,NG,16.5,96,NG
50yen_010.jpeg,1,1,OK,1016,0,1,0,NG,0.0,218,NG
50yen_011.jpeg,0,0,OK,86,0,0,0,OK,0.0,136,OK
50yen_012.jpeg,0,0,OK,14,0,0,0,OK,0.0,147,OK
50yen_013.jpeg,1,1,OK,0,45,0,0,OK,3.0,77,OK
50yen_014.jpeg,1,1,OK,99,76,0,0,OK,0.0,169,OK
