ファイル名,正解_穴有無,予測_穴有無,判定_穴有無,暗部(絶対),暗部(平坦化),正解_穴ズレ,予測_穴ズレ,判定_穴ズレ,ズレ距離(px),コイン半径,総合判定
50yen_001.jpeg,1,1,OK,5531,0,0,0,OK,0.0,155,OK
50yen_002.jpeg,1,1,OK,4128,0,0,0,OK,6.0,120,OK
50yen_003.jpeg,1,1,OK,2525,0,0,0,OK,0.0,96,OK
50yen_004.jpeg,1,1,OK,4702,0,0,0,OK,0.0,100,OK
50yen_005.jpeg,1,1,OK,6229,0,0,0,OK,0.0,117,OK
50yen_006.jpeg,1,1,OK,5681,0,0,0,OK,0.0,120,OK
50yen_007.jpeg,1,1,OK,1174,0,1,1,OK,20.5,74,OK
50yen_008.jpeg,1,1,OK,3877,0,0,1,NG,15.1,102,NG
50yen_009.jpeg,1,1,OK,1699,0,1,1,OK,25.5,96,OK
50yen_010.jpeg,1,1,OK,15533,0,1,0,NG,11.7,220,NG
50yen_011.jpeg,0,1,NG,7169,0,0,0,OK,0.0,141,NG
50yen_012.jpeg,0,1,NG,8980,0,0,0,OK,6.4,148,NG
50yen_013.jpeg,1,1,OK,1587,0,0,0,OK,0.0,77,OK
50yen_014.jpeg,1,1,OK,12395,0,0,0,OK,0.0,174,OK
50yen_015_add.jpeg,1,1,OK,2214,0,0,0,OK,0.0,97,OK
50yen_016_add.jpeg,1,1,OK,6108,0,0,0,OK,0.0,127,OK
50yen_017_add.jpeg,1,1,OK,918,0,0,0,OK,1.0,56,OK
50yen_018_add.jpeg,1,1,OK,777,0,0,0,OK,0.0,56,OK
50yen_019_add.jpeg,1,1,OK,4887,0,1,0,NG,0.0,141,NG
50yen_020_add.jpeg,1,1,OK,3128,0,1,0,NG,0.0,83,NG
50yen_021_add.jpeg,1,1,OK,1756,0,1,0,NG,5.1,111,NG
50yen_022_add.jpeg,1,1,OK,2196,0,1,0,NG,0.0,100,NG
50yen_023_add.jpeg,1,1,OK,15716,0,0,0,OK,0.0,181,OK
50yen_024_add.jpeg,1,1,OK,6564,0,0,0,OK,2.2,124,OK
50yen_025_add.jpeg,1,1,OK,2001,0,0,1,NG,40.3,120,NG
50yen_026_add.jpeg,1,1,OK,2301,0,1,0,NG,0.0,105,NG
50yen_027_add.jpeg,1,1,OK,3147,0,1,1,OK,32.0,96,OK
50yen_028_add.jpeg,0,1,NG,18408,0,0,0,OK,0.0,225,NG
50yen_029_add.jpeg,1,1,OK,6229,0,1,0,NG,0.0,117,NG
50yen_030_add.jpeg,1,1,OK,2368,0,0,0,OK,2.8,97,OK
