ファイル名,正解_穴有無,予測_穴有無,判定_穴有無,暗部(絶対),暗部(平坦化),正解_穴ズレ,予測_穴ズレ,判定_穴ズレ,ズレ距離(px),コイン半径,総合判定
50yen_001.jpeg,1,1,OK,3572,2135,0,0,OK,0.0,155,OK
50yen_002.jpeg,1,1,OK,2014,1665,0,0,OK,6.0,120,OK
50yen_003.jpeg,1,1,OK,354,1409,0,0,OK,0.0,96,OK
50yen_004.jpeg,1,1,OK,1185,1766,0,0,OK,0.0,100,OK
50yen_005.jpeg,1,1,OK,2461,831,0,0,OK,0.0,117,OK
50yen_006.jpeg,1,1,OK,526,2356,0,0,OK,0.0,120,OK
50yen_007.jpeg,1,1,OK,895,381,1,1,OK,20.5,74,OK
50yen_008.jpeg,1,1,OK,1764,2530,0,1,NG,15.1,102,NG
50yen_009.jpeg,1,1,OK,1013,170,1,1,OK,25.5,96,OK
50yen_010.jpeg,1,1,OK,1014,10043,1,0,NG,11.7,220,NG
50yen_011.jpeg,0,1,NG,86,4292,0,0,OK,0.0,141,NG
50yen_012.jpeg,0,1,NG,14,6154,0,0,OK,6.4,148,NG
50yen_013.jpeg,1,1,OK,0,285,0,0,OK,0.0,77,OK
50yen_014.jpeg,1,1,OK,87,6249,0,0,OK,0.0,174,OK
50yen_015_add.jpeg,1,1,OK,708,330,0,0,OK,0.0,97,OK
50yen_016_add.jpeg,1,1,OK,475,2275,0,0,OK,0.0,127,OK
50yen_017_add.jpeg,1,1,OK,0,632,0,0,OK,1.0,56,OK
50yen_018_add.jpeg,1,0,NG,0,83,0,0,OK,0.0,56,NG
50yen_019_add.jpeg,1,1,OK,281,2970,1,0,NG,0.0,141,NG
50yen_020_add.jpeg,1,1,OK,315,947,1,0,NG,0.0,83,NG
50yen_021_add.jpeg,1,1,OK,89,951,1,0,NG,5.1,111,NG
50yen_022_add.jpeg,1,1,OK,501,972,1,0,NG,0.0,100,NG
50yen_023_add.jpeg,1,1,OK,2827,8733,0,0,OK,0.0,181,OK
50yen_024_add.jpeg,1,1,OK,3014,2112,0,0,OK,2.2,124,OK
50yen_025_add.jpeg,1,0,NG,73,482,0,0,OK,0.0,120,NG
50yen_026_add.jpeg,1,1,OK,389,1239,1,0,NG,0.0,105,NG
50yen_027_add.jpeg,1,1,OK,175,1899,1,1,OK,32.0,96,OK
50yen_028_add.jpeg,0,1,NG,904,7433,0,0,OK,0.0,225,NG
50yen_029_add.jpeg,1,1,OK,2461,831,1,0,NG,0.0,117,NG
50yen_030_add.jpeg,1,1,OK,670,280,0,0,OK,2.8,97,OK
