ファイル名,正解_穴有無,予測_穴有無,判定_穴有無,暗部(絶対),暗部(平坦化),正解_穴ズレ,予測_穴ズレ,判定_穴ズレ,ズレ距離(px),コイン半径,総合判定
50yen_001.jpeg,1,1,OK,3595,0,0,0,OK,3.2,155,OK
50yen_002.jpeg,1,1,OK,3935,0,0,0,OK,0.0,147,OK
50yen_003.jpeg,1,1,OK,508,0,0,0,OK,1.4,198,OK
50yen_004.jpeg,1,1,OK,1175,0,0,0,OK,1.4,94,OK
50yen_005.jpeg,1,1,OK,3820,0,0,0,OK,1.4,350,OK
50yen_006.jpeg,1,1,OK,526,0,0,0,OK,1.4,108,OK
50yen_007.jpeg,1,1,OK,2389,0,1,1,OK,27.3,166,OK
50yen_008.jpeg,1,1,OK,4484,0,0,0,OK,1.4,256,OK
50yen_009.jpeg,1,1,OK,3699,0,0,0,OK,1.4,176,OK
50yen_010.jpeg,1,1,OK,1014,0,1,0,NG,0.0,219,NG
50yen_011.jpeg,0,0,OK,86,0,0,0,OK,0.0,139,OK
50yen_012.jpeg,0,0,OK,14,0,0,0,OK,0.0,147,OK
50yen_013.jpeg,1,0,NG,0,0,0,0,OK,0.0,51,NG
50yen_014.jpeg,1,1,OK,99,74,0,0,OK,1.4,169,OK
50yen_015_add.jpeg,1,1,OK,442,0,0,0,OK,3.6,75,OK
50yen_016_add.jpeg,1,1,OK,503,0,0,0,OK,1.4,124,OK
50yen_017_add.jpeg,1,0,NG,0,0,0,0,OK,0.0,56,NG
50yen_018_add.jpeg,1,0,NG,17,0,0,0,OK,0.0,116,NG
50yen_019_add.jpeg,1,1,OK,310,0,0,0,OK,1.4,139,OK
50yen_020_add.jpeg,1,1,OK,9488,0,0,0,OK,1.4,349,OK
50yen_021_add.jpeg,1,1,OK,499,0,1,1,OK,16.1,161,OK
50yen_022_add.jpeg,1,1,OK,3020,0,1,0,NG,23.1,237,NG
50yen_023_add.jpeg,1,1,OK,2972,0,1,0,NG,1.4,174,NG
50yen_024_add.jpeg,1,1,OK,3532,0,0,0,OK,1.4,122,OK
50yen_025_add.jpeg,1,1,OK,7841,0,0,1,NG,49.2,395,NG
50yen_026_add.jpeg,1,1,OK,1674,0,1,0,NG,1.4,185,NG
50yen_027_add.jpeg,1,1,OK,2261,0,1,0,NG,1.4,149,NG
50yen_028_add.jpeg,1,1,OK,1023,0,0,0,OK,1.4,224,OK
50yen_029_add.jpeg,1,1,OK,3820,0,0,0,OK,1.4,350,OK
50yen_030_add.jpeg,1,1,OK,1618,0,0,0,OK,1.4,136,OK
