ファイル名,正解_穴有無,予測_穴有無,判定_穴有無,暗部(絶対),暗部(平坦化),正解_穴ズレ,予測_穴ズレ,判定_穴ズレ,ズレ距離(px),コイン半径,総合判定
50yen_001.jpeg,1,1,OK,5531,0,0,0,OK,0.0,155,OK
50yen_002.jpeg,1,1,OK,4128,0,0,0,OK,6.0,120,OK
50yen_003.jpeg,1,1,OK,2525,0,0,0,OK,0.0,96,OK
50yen_004.jpeg,1,1,OK,4702,0,0,0,OK,0.0,100,OK
50yen_005.jpeg,1,1,OK,6229,0,0,0,OK,0.0,117,OK
50yen_006.jpeg,1,1,OK,5681,0,0,0,OK,0.0,120,OK
50yen_007.jpeg,1,1,OK,1174,0,1,1,OK,20.5,74,OK
50yen_008.jpeg,1,1,OK,3877,0,0,1,NG,15.1,102,NG
50yen_009.jpeg,1,1,OK,1699,0,0,1,NG,25.5,96,NG
50yen_010.jpeg,1,1,OK,15533,0,1,0,NG,11.7,220,NG
50yen_011.jpeg,0,1,NG,7169,0,0,0,OK,0.0,141,NG
50yen_012.jpeg,0,1,NG,8980,0,0,0,OK,6.4,148,NG
50yen_013.jpeg,1,1,OK,1587,0,0,0,OK,0.0,77,OK
50yen_014.jpeg,1,1,OK,12395,0,0,0,OK,0.0,174,OK
