ファイル名,正解_穴有無,予測_穴有無,判定_穴有無,暗部(絶対),暗部(平坦化),正解_穴ズレ,予測_穴ズレ,判定_穴ズレ,ズレ距離(px),コイン半径,総合判定
50yen_001.jpeg,1,1,OK,3595,0,0,0,OK,3.2,153,OK
50yen_002.jpeg,1,1,OK,4686,0,0,0,OK,1.4,150,OK
50yen_003.jpeg,1,1,OK,471,0,0,0,OK,0.0,170,OK
50yen_004.jpeg,1,1,OK,1218,0,0,0,OK,1.4,96,OK
50yen_005.jpeg,1,1,OK,3804,0,0,0,OK,1.4,222,OK
50yen_006.jpeg,1,1,OK,526,0,0,0,OK,1.4,111,OK
50yen_007.jpeg,1,1,OK,2389,0,1,1,OK,18.4,135,OK
50yen_008.jpeg,1,1,OK,4483,0,0,0,OK,1.4,192,OK
50yen_009.jpeg,1,1,OK,3694,0,0,0,OK,1.4,160,OK
50yen_010.jpeg,1,1,OK,1009,0,1,0,NG,1.4,217,NG
50yen_011.jpeg,0,0,OK,86,0,0,0,OK,0.0,123,OK
50yen_012.jpeg,0,0,OK,14,0,0,0,OK,0.0,147,OK
50yen_013.jpeg,1,1,OK,0,45,0,0,OK,1.4,77,OK
50yen_014.jpeg,1,1,OK,98,74,0,0,OK,1.4,167,OK
