ファイル名,正解_穴有無,予測_穴有無,判定_穴有無,暗部(絶対),暗部(平坦化),正解_穴ズレ,予測_穴ズレ,判定_穴ズレ,ズレ距離(px),コイン半径,総合判定
50yen_001.jpeg,1.0,1,OK,5213,64,0.0,0,OK,0.0,155,OK
50yen_002.jpeg,1.0,0,NG,354,19,0.0,0,OK,0.0,120,NG
50yen_003.jpeg,1.0,0,NG,2366,18,0.0,0,OK,0.0,96,NG
50yen_004.jpeg,1.0,1,OK,4812,62,0.0,0,OK,0.0,100,OK
50yen_005.jpeg,1.0,1,OK,6252,57,0.0,0,OK,0.0,117,OK
50yen_006.jpeg,1.0,0,NG,5847,31,0.0,0,OK,0.0,120,NG
50yen_007.jpeg,1.0,0,NG,1146,9,1.0,0,NG,0.0,74,NG
50yen_008.jpeg,1.0,0,NG,4130,13,0.0,0,OK,0.0,102,NG
50yen_009.jpeg,1.0,0,NG,1541,32,0.5,0,NG,0.0,96,NG
50yen_010.jpeg,1.0,0,NG,15732,26,1.0,0,NG,0.0,220,NG
50yen_011.jpeg,0.0,0,OK,500,24,0.0,0,OK,0.0,141,OK
50yen_012.jpeg,0.0,0,OK,178,15,0.0,0,OK,0.0,148,OK
50yen_013.jpeg,1.0,1,OK,1648,45,0.0,0,OK,0.0,77,OK
50yen_014.jpeg,1.0,1,OK,14680,73,0.0,0,OK,0.0,174,OK
50yen_015_add.jpeg,1.0,0,NG,835,28,0.0,0,OK,0.0,97,NG
50yen_016_add.jpeg,1.0,0,NG,5870,25,0.0,0,OK,0.0,127,NG
50yen_017_add.jpeg,1.0,0,NG,818,14,0.0,0,OK,0.0,56,NG
50yen_018_add.jpeg,1.0,0,NG,678,16,0.0,0,OK,0.0,56,NG
50yen_019_add.jpeg,1.0,0,NG,6799,13,1.0,0,NG,0.0,141,NG
50yen_020_add.jpeg,1.0,1,OK,3091,60,0.5,0,NG,0.0,83,NG
50yen_021_add.jpeg,1.0,0,NG,1444,4,1.0,0,NG,0.0,111,NG
50yen_022_add.jpeg,1.0,0,NG,2057,20,1.0,0,NG,0.0,100,NG
50yen_023_add.jpeg,1.0,1,OK,16004,83,0.0,0,OK,0.0,181,OK
50yen_024_add.jpeg,1.0,0,NG,6316,23,0.0,0,OK,0.0,124,NG
50yen_025_add.jpeg,1.0,0,NG,507,37,0.0,0,OK,0.0,120,NG
50yen_026_add.jpeg,1.0,0,NG,2131,8,1.0,0,NG,0.0,105,NG
50yen_027_add.jpeg,1.0,0,NG,2906,5,1.0,0,NG,0.0,96,NG
50yen_028_add.jpeg,0.0,0,OK,3293,30,0.0,0,OK,0.0,225,OK
50yen_029_add.jpeg,1.0,1,OK,6252,57,0.5,0,NG,0.0,117,NG
50yen_030_add.jpeg,1.0,0,NG,232,33,0.0,0,OK,0.0,97,NG
